Number of qubits,Output,Occurrences
10,'0010001010',1
10,'0010001011',1
10,'0010001100',2
10,'0010001101',1
10,'0010001110',1
10,'0000001001',2
10,'0010010000',1
10,'0010010011',1
10,'0010010110',1
10,'0010011000',2
10,'0010011001',2
10,'0010011010',1
10,'0010011011',2
10,'0010011100',3
10,'0010011110',4
10,'0010100001',1
10,'0010100010',2
10,'0010100101',2
10,'0010100110',1
10,'0010100111',2
10,'0010101000',2
10,'0010101010',1
10,'0010101101',1
10,'0010101110',1
10,'0010110001',3
10,'0010110010',1
10,'0010110100',1
10,'0010110111',2
10,'0010111000',2
10,'0010111001',1
10,'0010111010',1
10,'0010111101',1
10,'0010111110',2
10,'0011000000',4
10,'0011000001',3
10,'0011000010',2
10,'0011000011',2
10,'0011000100',1
10,'0011000111',2
10,'0011001000',1
10,'0011001001',2
10,'0011001010',2
10,'0011001011',1
10,'0011001110',1
10,'0000001101',2
10,'0011010000',2
10,'0011010001',2
10,'0011010011',1
10,'0011010100',1
10,'0011010110',1
10,'0011010111',1
10,'0011011000',1
10,'0011011001',3
10,'0011011110',1
10,'0011100001',1
10,'0011100010',1
10,'0011101000',1
10,'0011101001',1
10,'0011101010',1
10,'0011101011',1
10,'0011101110',1
10,'0011101111',3
10,'0000001111',1
10,'0011110001',1
10,'0011110010',2
10,'0011110011',1
10,'0011110100',1
10,'0011110101',1
10,'0011111000',3
10,'0011111001',1
10,'0011111100',1
10,'0011111101',1
10,'0011111110',1
10,'0011111111',1
11,'00000000000',1
11,'00000010000',1
11,'00100000000',1
11,'00100000100',2
11,'00100000101',2
11,'00100001000',2
11,'00100001001',1
11,'00100001010',3
11,'00100001100',1
11,'00100001111',2
11,'00000010001',1
11,'00100010010',1
11,'00100010100',1
11,'00100010111',1
11,'00100011000',1
11,'00100011101',1
11,'00000010010',1
11,'00100100001',2
11,'00100100010',2
11,'00100100011',1
11,'00100100101',1
11,'00100101001',1
11,'00100101011',2
11,'00100101110',1
11,'00100101111',1
11,'00100110001',1
11,'00100110010',1
11,'00100110011',2
11,'00100110110',1
11,'00101000000',1
11,'00101000001',2
11,'00101000100',2
11,'00101000110',1
11,'00101001000',1
11,'00101001001',1
11,'00101001011',1
11,'00101001100',1
11,'00101001101',1
11,'00000010101',1
11,'00101010001',1
11,'00101010011',1
11,'00101010101',1
11,'00101011001',1
11,'00101011010',1
11,'00101011011',1
11,'00101100111',1
11,'00101101011',1
11,'00101101101',3
11,'00101101111',1
11,'00101111000',1
11,'00101111001',1
11,'00101111101',1
11,'00101111111',1
11,'00000011000',1
11,'00110000001',1
11,'00110000010',1
11,'00110000101',2
11,'00110000110',1
11,'00110001000',2
11,'00110001010',1
11,'00110001101',2
11,'00110001111',1
11,'00110010010',3
11,'00110010011',2
11,'00110010101',1
11,'00110011011',1
11,'00000011010',1
11,'00110100001',1
11,'00110100010',1
11,'00110100100',1
11,'00110100101',1
11,'00110100110',1
11,'00110101001',2
11,'00110101010',1
11,'00110101100',1
11,'00110101110',1
11,'00110101111',1
11,'00110110011',1
11,'00110111010',1
11,'00110111011',1
11,'00110111100',1
11,'00110111110',1
11,'00110111111',1
11,'00111000000',1
11,'00111000010',1
11,'00111000011',1
11,'00111000110',2
11,'00111001110',1
11,'00111001111',1
11,'00000011101',1
11,'00111010101',2
11,'00111011000',1
11,'00111011011',1
11,'00111011101',1
11,'00111011110',1
11,'00111100001',2
11,'00111100011',2
11,'00111100110',1
11,'00111101011',1
11,'00111101100',1
11,'00111101111',1
11,'00111110110',1
11,'00111111000',1
11,'00111111001',1
11,'00111111010',1
11,'00111111110',1
11,'01000000001',1
11,'01000000010',2
11,'01000000011',1
11,'01000000101',2
11,'01000001010',1
11,'01000001011',1
11,'01000001100',1
11,'01000001110',1
11,'01000010000',1
11,'01000010010',1
11,'01000010011',1
11,'01000011010',1
11,'01000011011',3
11,'01000011101',1
11,'01000100011',1
11,'01000101000',1
11,'01000101001',1
11,'01000101010',1
11,'01000101100',1
11,'01000101101',1
11,'01000101111',1
11,'00000100011',1
11,'01000110000',2
11,'01000110001',2
11,'01000110011',2
11,'01000110100',1
11,'01000111100',1
11,'01000111111',1
11,'01001000001',1
11,'01001000010',1
11,'01001000011',1
11,'01001000100',2
11,'01001000101',1
11,'01001000110',1
11,'01001001001',1
11,'01001001010',1
11,'01001001101',1
11,'01001001110',1
11,'00000100101',1
11,'01001010000',1
11,'01001010010',1
11,'01001010011',1
11,'01001010100',1
11,'01001010101',2
11,'01001010111',1
11,'01001011001',2
11,'01001100000',2
11,'01001101000',1
11,'01001101111',1
11,'00000100111',1
11,'01001110001',2
11,'01001110011',1
11,'01001111001',1
11,'01001111110',1
11,'00000101000',1
11,'01010000010',1
11,'01010000111',1
11,'01010001100',1
11,'00000101001',1
11,'01010010101',1
11,'01010011000',1
11,'01010011110',1
11,'01010100000',1
11,'01010100001',2
11,'01010100011',1
11,'01010100100',1
11,'01010100111',1
11,'01010101000',1
11,'01010101011',1
11,'01010110001',1
11,'01010111001',1
11,'01010111011',2
11,'01010111110',1
11,'01011000101',1
11,'01011001001',1
11,'01011001010',1
11,'01011001011',1
11,'01011001110',1
11,'01011010000',1
11,'01011011011',1
11,'01011011100',1
11,'01011100000',1
11,'01011101110',1
11,'01011101111',1
11,'01011110001',1
11,'01011110101',1
11,'01011110111',1
11,'01011111011',1
11,'01100000110',1
11,'01100001000',1
11,'01100001001',2
11,'01100001100',1
11,'01100010000',3
11,'01100010010',1
11,'01100010100',1
11,'01100011010',2
11,'01100011011',1
11,'01100011110',2
11,'01100011111',1
11,'01100100011',1
11,'01100100100',1
11,'01100100110',1
11,'01100100111',2
11,'01100101000',2
11,'01100101011',1
11,'01100101111',1
11,'00000110011',1
11,'01100110000',1
11,'01100110001',1
11,'01100110010',1
11,'01100110011',2
11,'01100111000',1
11,'01100111010',1
11,'01100111011',3
11,'01100111100',1
11,'01100111110',2
11,'01100111111',4
11,'00000110100',1
11,'01101000000',1
11,'01101000010',1
11,'01101000011',1
11,'01101000101',1
11,'01101000111',1
11,'01101001010',1
11,'01101001011',2
11,'01101001100',1
11,'01101010011',2
11,'01101010101',1
11,'01101010110',1
11,'01101011001',2
11,'01101011010',1
11,'01101011111',1
11,'01101100000',2
11,'01101100001',1
11,'01101100011',1
11,'01101100100',1
11,'01101100101',3
11,'01101100110',1
11,'01101101000',1
11,'01101101011',3
11,'01101101100',1
11,'01101101101',1
11,'01101101111',1
11,'00000110111',1
11,'01101110001',1
11,'01101111000',1
11,'01101111001',2
11,'01101111111',1
11,'00000111000',1
11,'01110000000',2
11,'01110000011',1
11,'01110000100',1
11,'01110000110',1
11,'01110001000',3
11,'01110001001',1
11,'01110001100',1
11,'01110001101',1
11,'01110001111',1
11,'01110010001',1
11,'01110010100',1
11,'01110010110',1
11,'01110011010',1
11,'01110011100',1
11,'01110011111',1
11,'01110100011',1
11,'01110100101',1
11,'01110101001',1
11,'01110101010',1
11,'01110101100',2
11,'01110101110',1
11,'01110101111',1
11,'01110110011',1
11,'01110111011',1
11,'00000111100',1
11,'01111000000',1
11,'01111000011',1
11,'01111000100',1
11,'01111000110',1
11,'01111000111',1
11,'01111001000',1
11,'01111001111',2
11,'00000111101',1
11,'01111010011',2
11,'01111011110',1
11,'01111011111',1
11,'00000111110',1
11,'01111100000',1
11,'01111100001',1
11,'01111100011',1
11,'01111101000',1
11,'01111101010',3
11,'01111101111',1
11,'00000111111',1
11,'01111110101',1
11,'01111110110',2
11,'01111110111',1
11,'01111111011',1
11,'01111111100',2
11,'01111111101',1
11,'10000000001',1
11,'10000000011',2
11,'10000000100',1
11,'10000000110',1
11,'10000000111',1
11,'10000001000',1
11,'10000001011',1
11,'00001000001',1
11,'10000010000',1
11,'10000010001',2
11,'10000010010',1
11,'10000010011',1
11,'10000010101',1
11,'10000010110',2
11,'10000010111',1
11,'10000011001',1
11,'10000011100',1
11,'10000011101',1
11,'10000011111',2
11,'10000100001',4
11,'10000100011',1
11,'10000100110',1
11,'10000101001',2
11,'10000101010',1
11,'10000101011',1
11,'00001000011',2
11,'10000110001',2
11,'10000110011',2
11,'10000110110',2
11,'10000111000',1
11,'10000111001',1
11,'10000111010',1
11,'10000111011',1
11,'00001000100',2
11,'10001000000',1
11,'10001000001',1
11,'10001000011',1
11,'10001000100',3
11,'10001000110',1
11,'10001000111',1
11,'10001001000',1
11,'10001001001',1
11,'10001001011',1
11,'10001001100',1
11,'10001001111',1
11,'10001010000',1
11,'10001010001',2
11,'10001010100',1
11,'10001010111',2
11,'10001011000',1
11,'10001011001',1
11,'10001011011',1
11,'00001000110',1
11,'10001100001',1
11,'10001100010',1
11,'10001100100',1
11,'10001100101',1
11,'10001100110',1
11,'10001101001',1
11,'10001101010',1
11,'00001000111',1
11,'10001110000',2
11,'10001110001',2
11,'10001110110',1
11,'10001110111',1
11,'10001111000',1
11,'10001111001',2
11,'10001111010',2
11,'10001111100',1
11,'10001111111',1
11,'00001001000',1
11,'10010000000',1
11,'10010000001',1
11,'10010000010',1
11,'10010000101',1
11,'10010001000',2
11,'10010001001',1
11,'10010001011',1
11,'10010001110',3
11,'10010001111',1
11,'10010010000',1
11,'10010010010',1
11,'10010010011',1
11,'10010010100',1
11,'10010010110',1
11,'10010011001',1
11,'10010011010',1
11,'10010011011',2
11,'10010011100',1
11,'00001001010',1
11,'10010100000',1
11,'10010100110',1
11,'10010101000',1
11,'10010101111',1
11,'10010110000',1
11,'10010110010',1
11,'10010110011',2
11,'10010111001',1
11,'10010111010',1
11,'10011000001',2
11,'10011000011',2
11,'10011000100',1
11,'10011000101',1
11,'10011000110',1
11,'10011001000',1
11,'10011010000',1
11,'10011010010',1
11,'10011010100',2
11,'10011011001',1
11,'10011011010',1
11,'10011011011',2
11,'10011011100',1
11,'10011011111',1
11,'00001001110',1
11,'10011100000',2
11,'10011100001',1
11,'10011100100',1
11,'10011100101',1
11,'10011101111',1
11,'10011110111',1
11,'10011111011',1
11,'10011111101',1
11,'00001010000',1
11,'10100000001',2
11,'10100000010',2
11,'10100000111',3
11,'10100001001',1
11,'10100001010',1
11,'10100001011',2
11,'10100001101',1
11,'00001010001',1
11,'10100010000',1
11,'10100010001',2
11,'10100010011',3
11,'10100010100',1
11,'10100010101',1
11,'10100010110',1
11,'10100011001',1
11,'10100011010',1
11,'10100011011',2
11,'10100011101',3
11,'10100011110',1
11,'00001010010',1
11,'10100100001',1
11,'10100100010',1
11,'10100100111',1
11,'10100101000',1
11,'10100101001',2
11,'10100101011',2
11,'10100101100',1
11,'10100101110',1
11,'10100101111',1
11,'10100110111',1
11,'10100111000',1
11,'10100111001',1
11,'10100111100',1
11,'10100111101',1
11,'10101000000',1
11,'10101000010',2
11,'10101000101',1
11,'10101000110',2
11,'10101000111',2
11,'10101001001',1
11,'10101001010',1
11,'10101001011',1
11,'10101010000',2
11,'10101010011',1
11,'10101010100',1
11,'10101011010',2
11,'10101011011',1
11,'10101011100',1
11,'10101011110',1
11,'10101011111',1
11,'10101100000',1
11,'10101100001',1
11,'10101100011',2
11,'10101100100',2
11,'10101100101',1
11,'10101100110',1
11,'10101101001',1
11,'10101101010',1
11,'10101101011',1
11,'10101101100',1
11,'00001010111',1
11,'10101110011',1
11,'10101110100',1
11,'10101110101',2
11,'10101110111',1
11,'10101111001',1
11,'10101111100',1
11,'10101111111',1
11,'10110000000',1
11,'10110000010',1
11,'10110000011',1
11,'10110000100',1
11,'10110001000',1
11,'10110001100',1
11,'10110001101',2
11,'10110001110',1
11,'00001011001',1
11,'10110010000',2
11,'10110010101',1
11,'10110011010',1
11,'10110011101',1
11,'10110011111',1
11,'10110100100',1
11,'10110100110',3
11,'10110101001',1
11,'10110101010',1
11,'10110101100',1
11,'10110101110',1
11,'00001011011',1
11,'10110110010',1
11,'10110110100',1
11,'10110110101',1
11,'10110111011',1
11,'10111000000',1
11,'10111000010',1
11,'10111000011',1
11,'10111000100',1
11,'10111000110',2
11,'10111000111',1
11,'10111001010',1
11,'10111001101',1
11,'10111001110',1
11,'10111001111',1
11,'10111010001',3
11,'10111010011',1
11,'10111010101',1
11,'10111011011',1
11,'10111011100',1
11,'10111011111',3
11,'10111100001',1
11,'10111101000',2
11,'10111101001',3
11,'00001011111',1
11,'10111110000',1
11,'10111110001',1
11,'10111110010',1
11,'10111110100',1
11,'10111111011',2
11,'10111111111',2
11,'11000000010',1
11,'11000000011',1
11,'11000000110',1
11,'11000001101',1
11,'11000001110',2
11,'11000010001',1
11,'11000010011',1
11,'11000010101',1
11,'11000010111',1
11,'11000011000',2
11,'11000011001',3
11,'11000011011',1
11,'11000011101',1
11,'00001100010',1
11,'11000100000',1
11,'11000100010',2
11,'11000100011',3
11,'11000100100',1
11,'11000100110',1
11,'11000100111',1
11,'11000101010',1
11,'11000101011',1
11,'00001100011',2
11,'11000110000',1
11,'11000110001',1
11,'11000111000',1
11,'11000111010',2
11,'11001000000',1
11,'11001000101',1
11,'11001001011',2
11,'11001001100',1
11,'11001001101',3
11,'11001001110',3
11,'00001100101',1
11,'11001010000',1
11,'11001010001',1
11,'11001010100',1
11,'11001010101',1
11,'11001011101',2
11,'11001011110',2
11,'00001100110',1
11,'11001100001',1
11,'11001100100',1
11,'11001100101',1
11,'11001100111',2
11,'11001101001',1
11,'11001101010',1
11,'11001101011',1
11,'11001110000',3
11,'11001110011',1
11,'11001110101',2
11,'11001111110',1
11,'11001111111',1
11,'00001101000',1
11,'11010000010',1
11,'11010001010',1
11,'11010001100',1
11,'11010001101',1
11,'00001101001',1
11,'11010010000',1
11,'11010010001',1
11,'11010010010',1
11,'11010011000',1
11,'11010011010',2
11,'11010100000',1
11,'11010100001',1
11,'11010100100',1
11,'11010100110',1
11,'00001101011',1
11,'11010110000',1
11,'11010110011',1
11,'11010110100',1
11,'11010110111',1
11,'11010111000',2
11,'11010111001',1
11,'11010111100',1
11,'11011000000',2
11,'11011000100',1
11,'11011001110',1
11,'11011010000',1
11,'11011010011',4
11,'00001101110',1
11,'11011100011',1
11,'11011100101',1
11,'11011100110',1
11,'11011101010',1
11,'11011101011',2
11,'11011101100',1
11,'11011101101',1
11,'11011101111',1
11,'11011110001',1
11,'11011110010',1
11,'11011110011',1
11,'11011110100',1
11,'11011110111',2
11,'11011111001',2
11,'11011111011',1
11,'00000000111',1
11,'00001110000',1
11,'11100000000',1
11,'11100000001',1
11,'11100000100',1
11,'11100001000',1
11,'11100001010',2
11,'11100001011',2
11,'11100001100',2
11,'11100001101',1
11,'00001110001',3
11,'11100010000',1
11,'11100010001',1
11,'11100010010',1
11,'11100010100',1
11,'11100010110',2
11,'11100010111',1
11,'11100011000',1
11,'11100011101',2
11,'11100011110',1
11,'11100011111',1
11,'00001110010',1
11,'11100100000',2
11,'11100100010',1
11,'11100100011',2
11,'11100100100',1
11,'11100100101',1
11,'11100100111',1
11,'11100101010',1
11,'11100101100',2
11,'11100101101',1
11,'11100101110',1
11,'11100101111',2
11,'00001110011',3
11,'11100110001',1
11,'11100110010',1
11,'11100110100',1
11,'11100110110',2
11,'11100111000',2
11,'11100111011',1
11,'11100111100',1
11,'11100111101',2
11,'11100111111',1
11,'00001110100',1
11,'11101000001',4
11,'11101000011',1
11,'11101000101',1
11,'11101000111',1
11,'11101001000',2
11,'11101001001',1
11,'11101001010',1
11,'11101001111',1
11,'00001110101',1
11,'11101010000',1
11,'11101010001',1
11,'11101010011',2
11,'11101010100',1
11,'11101010111',3
11,'11101011000',1
11,'11101011011',1
11,'11101011101',1
11,'11101100001',1
11,'11101100111',1
11,'11101101001',1
11,'11101101010',2
11,'11101101100',1
11,'11101101110',1
11,'11101101111',1
11,'11101110001',3
11,'11101110010',1
11,'11101111000',1
11,'11101111010',1
11,'11101111011',1
11,'11101111100',1
11,'11101111101',2
11,'11101111111',3
11,'11110000001',1
11,'11110000010',1
11,'11110000011',2
11,'11110000100',1
11,'11110000101',1
11,'11110000110',2
11,'11110001000',1
11,'11110001011',1
11,'11110001101',1
11,'11110010000',1
11,'11110010001',2
11,'11110010010',1
11,'11110010101',1
11,'11110011001',1
11,'11110011011',2
11,'11110011100',1
11,'11110011110',1
11,'11110100001',1
11,'11110100010',1
11,'11110100100',1
11,'11110100101',1
11,'11110101000',2
11,'11110101001',1
11,'11110101010',1
11,'11110101100',1
11,'00001111011',1
11,'11110110011',1
11,'11110110101',2
11,'11110110111',1
11,'11110111000',1
11,'11110111001',1
11,'11110111101',1
11,'11110111110',1
11,'11111000000',1
11,'11111000011',1
11,'11111000100',1
11,'11111000101',2
11,'11111001011',1
11,'11111001101',1
11,'11111010001',1
11,'11111010010',1
11,'11111011001',1
11,'00001111110',1
11,'11111100000',1
11,'11111100001',1
11,'11111100100',1
11,'11111101101',1
11,'11111101110',1
11,'11111110000',2
11,'11111110010',1
11,'11111110111',2
11,'11111111000',1
11,'11111111001',1
11,'11111111010',1
11,'00010000001',1
11,'00010000011',1
11,'00010000100',1
11,'00010001000',1
11,'00010001001',1
11,'00010001111',1
11,'00000001001',2
11,'00010010010',1
11,'00010010110',1
11,'00010011110',1
11,'00000001010',1
11,'00010101000',1
11,'00010110000',1
11,'00010110011',1
11,'00010110110',1
11,'00010111000',1
11,'00010111011',1
11,'00010111110',1
11,'00011000000',2
11,'00011000001',2
11,'00011000100',1
11,'00011000101',1
11,'00011000110',1
11,'00011000111',1
11,'00011001011',2
11,'00011001100',1
11,'00000001101',1
11,'00011010001',1
11,'00011010110',1
11,'00011011000',1
11,'00011011011',1
11,'00011011100',1
11,'00011011101',1
11,'00000001110',1
11,'00011100000',1
11,'00011100110',1
11,'00011100111',1
11,'00011110010',1
11,'00011110101',1
11,'00011111001',1
11,'00011111011',1
12,'000100000000',1
12,'000100000001',2
12,'000100000011',1
12,'000100001100',1
12,'000100001101',1
12,'000100001111',1
12,'000100010011',1
12,'000100010101',2
12,'000100010111',1
12,'000100011000',1
12,'000100011011',1
12,'000100100001',1
12,'000100100010',1
12,'000100100101',1
12,'000100101000',1
12,'000100101101',1
12,'000000010011',1
12,'000100110000',1
12,'000100111001',1
12,'000100111011',2
12,'000100111100',1
12,'000100111101',2
12,'000100111111',1
12,'000000010100',1
12,'000101000010',2
12,'000101001110',1
12,'000101010000',1
12,'000101010111',1
12,'000101011000',2
12,'000101011001',1
12,'000101011100',1
12,'000101011111',1
12,'000101100001',1
12,'000101100011',1
12,'000101100100',1
12,'000101100111',1
12,'000101101000',1
12,'000101110010',1
12,'000101111001',1
12,'000101111101',1
12,'000101111111',1
12,'000110000011',1
12,'000110000100',1
12,'000110000110',1
12,'000110001010',1
12,'000110001011',2
12,'000110001100',1
12,'000110001110',1
12,'000110010000',1
12,'000110010010',1
12,'000110010011',1
12,'000110011111',1
12,'000110100000',1
12,'000110100001',1
12,'000110100101',2
12,'000110101010',1
12,'000110101101',1
12,'000110110001',2
12,'000110110011',1
12,'000110110111',1
12,'000000011100',1
12,'000111000001',1
12,'000111000011',2
12,'000111000110',1
12,'000111001101',1
12,'000111010000',1
12,'000111010100',1
12,'000111011001',2
12,'000111011010',1
12,'000111011110',1
12,'000111011111',1
12,'000111100110',1
12,'000111101011',1
12,'000111110100',1
12,'000111110111',1
12,'000111111011',1
12,'000000000010',1
12,'001000001000',1
12,'001000001001',1
12,'001000001011',1
12,'001000001100',1
12,'001000001101',2
12,'001000001111',1
12,'001000100110',1
12,'001000101100',1
12,'001000101101',1
12,'001000111010',1
12,'001000111100',1
12,'001001000100',1
12,'001001010001',1
12,'001001010010',1
12,'001001010100',1
12,'001001011010',1
12,'001001011011',2
12,'001001100010',1
12,'001001100011',1
12,'001001111010',1
12,'001001111111',1
12,'001010000110',1
12,'001010000111',1
12,'001010001000',1
12,'001010001010',1
12,'001010001111',1
12,'001010010000',1
12,'001010010101',1
12,'001010011100',1
12,'001010100010',1
12,'001010100100',1
12,'001010110001',1
12,'001010110101',1
12,'001010111000',2
12,'001010111011',1
12,'001010111101',1
12,'000000101100',1
12,'001011000101',1
12,'001011001000',1
12,'001011001110',1
12,'000000101101',1
12,'001011010111',1
12,'001011011000',1
12,'001011011010',1
12,'001011100000',2
12,'001011101000',1
12,'001011110010',1
12,'001011110100',1
12,'001011111100',1
12,'001011111101',2
12,'001100000000',1
12,'001100000001',2
12,'001100001001',1
12,'001100010000',1
12,'001100011101',1
12,'001100011110',1
12,'001100100110',1
12,'001100101110',1
12,'001100110010',1
12,'001101000010',1
12,'001101000101',1
12,'001101001100',1
12,'001101001110',2
12,'001101010001',1
12,'001101010011',1
12,'001101100010',1
12,'001101100100',1
12,'001101100110',1
12,'001101101000',1
12,'001101111011',1
12,'001101111110',1
12,'001110000000',2
12,'001110000001',2
12,'001110000101',1
12,'001110001001',1
12,'001110001010',1
12,'001110001111',1
12,'000000111001',1
12,'001110010000',1
12,'001110010110',1
12,'001110011100',1
12,'001110011101',1
12,'001110100000',2
12,'001110100110',1
12,'001110100111',1
12,'001110101101',2
12,'001110101110',1
12,'001110110000',1
12,'001110110001',1
12,'001110110010',1
12,'001110110110',1
12,'001110111011',2
12,'001110111101',1
12,'001110111111',1
12,'001111000010',1
12,'001111000100',1
12,'001111001010',1
12,'001111001011',1
12,'001111001111',1
12,'001111010000',1
12,'001111010010',1
12,'001111010100',1
12,'001111010101',1
12,'001111011001',1
12,'000000111110',1
12,'001111100100',1
12,'001111100110',1
12,'001111101101',1
12,'001111110001',1
12,'001111110011',1
12,'001111110101',1
12,'001111110111',1
12,'001111111000',1
12,'001111111010',1
12,'010000000000',1
12,'010000000101',1
12,'010000001010',1
12,'010000001101',1
12,'010000010000',2
12,'010000010001',1
12,'010000010100',1
12,'010000010110',1
12,'010000011111',1
12,'010000100001',1
12,'010000100100',1
12,'010000101001',1
12,'010000110111',2
12,'010000111001',1
12,'010000111010',1
12,'010001000011',1
12,'010001001100',1
12,'010001010011',1
12,'010001010100',1
12,'010001011001',1
12,'010001011111',1
12,'010001100011',1
12,'010001110010',1
12,'010001110111',1
12,'010001111010',1
12,'010001111111',1
12,'000001001000',1
12,'010010000100',1
12,'010010010001',1
12,'010010010011',1
12,'010010011010',1
12,'010010011110',1
12,'010010011111',1
12,'010010100011',1
12,'010010100110',1
12,'010010101100',1
12,'010010110010',1
12,'010010110100',1
12,'010010111001',2
12,'010010111011',1
12,'010010111110',1
12,'010011001100',1
12,'010011001101',1
12,'000001001101',1
12,'010011011001',1
12,'010011011100',1
12,'010011100000',1
12,'010011101000',1
12,'010011101111',1
12,'000001001111',1
12,'010011111000',1
12,'010011111010',1
12,'010011111100',1
12,'010100000001',2
12,'010100000011',1
12,'010100000101',1
12,'010100000111',1
12,'010100001001',2
12,'010100001011',1
12,'010100001100',1
12,'010100001111',1
12,'010100010011',1
12,'010100011000',2
12,'010100011001',1
12,'010100011011',1
12,'010100100001',1
12,'010100100010',1
12,'010100101000',1
12,'010100101001',1
12,'010100101010',1
12,'010100101110',1
12,'010100110011',1
12,'010100110101',2
12,'010100111000',1
12,'010100111010',1
12,'010100111100',1
12,'010100111101',1
12,'010100111111',1
12,'000001010100',1
12,'010101000000',1
12,'010101000100',1
12,'010101001101',2
12,'010101001110',1
12,'010101011001',1
12,'010101100000',1
12,'010101100010',1
12,'010101100101',1
12,'010101101010',1
12,'010101101101',1
12,'010101101111',2
12,'010101110001',1
12,'010101110101',1
12,'010101110110',1
12,'010101111001',1
12,'010110000000',1
12,'010110000010',2
12,'010110000101',1
12,'010110000110',1
12,'010110001001',2
12,'010110001011',1
12,'010110010011',1
12,'010110010110',1
12,'010110010111',2
12,'010110011010',1
12,'010110011101',1
12,'010110011111',1
12,'010110100001',1
12,'010110100010',1
12,'010110100100',1
12,'010110100110',1
12,'010110100111',1
12,'010110101000',1
12,'010110101011',1
12,'010110101101',1
12,'010110110000',2
12,'010110110011',1
12,'010110110100',2
12,'010110111100',1
12,'010110111101',1
12,'010111001010',1
12,'010111001101',1
12,'010111001111',1
12,'010111010001',2
12,'010111010101',1
12,'010111011001',1
12,'010111011100',1
12,'010111011101',1
12,'010111011111',1
12,'010111100010',1
12,'010111100011',1
12,'010111100101',2
12,'010111101110',1
12,'010111110000',1
12,'010111110010',1
12,'010111111011',1
12,'010111111101',1
12,'010111111110',1
12,'011000000000',1
12,'011000000111',1
12,'011000001010',1
12,'011000100001',1
12,'011000101010',1
12,'011000110000',2
12,'011000110001',1
12,'011000111001',1
12,'011001000100',2
12,'011001000111',1
12,'011001001000',1
12,'000001100101',2
12,'011001011011',1
12,'011001011101',1
12,'000001100110',1
12,'011001100110',1
12,'011001101010',1
12,'011001111010',1
12,'011010001111',1
12,'011010010110',1
12,'011010011001',1
12,'011010011010',1
12,'000001101010',1
12,'011010100101',1
12,'011010100110',1
12,'011010101010',1
12,'011010101100',1
12,'011010101101',1
12,'011010101111',1
12,'011010110001',2
12,'011010110011',1
12,'011010110100',1
12,'011010110110',1
12,'011010111101',1
12,'000001101100',1
12,'011011001000',2
12,'011011001101',1
12,'011011010011',1
12,'011011011011',1
12,'011011101001',2
12,'011011110011',1
12,'011100000001',1
12,'011100001010',2
12,'011100001011',2
12,'011100001111',1
12,'011100010010',1
12,'011100011000',1
12,'011100011001',1
12,'011100100100',2
12,'011100100111',1
12,'000001110011',1
12,'011100110101',1
12,'011100110110',1
12,'011100111011',1
12,'011101000010',1
12,'011101000101',1
12,'011101001001',1
12,'011101010010',1
12,'011101011001',2
12,'011101011101',1
12,'011101100001',1
12,'011101100011',1
12,'011101100101',1
12,'011101101101',1
12,'011101111010',1
12,'011110000001',1
12,'011110000011',2
12,'011110000100',1
12,'011110000101',1
12,'011110001001',2
12,'011110001011',1
12,'011110010110',1
12,'011110010111',1
12,'011110011010',1
12,'011110011011',1
12,'011110011100',1
12,'011110100001',1
12,'011110100010',2
12,'011110100110',1
12,'011110100111',1
12,'011110101000',1
12,'011110101011',1
12,'011110101101',1
12,'011110110001',1
12,'011110110011',1
12,'011110111001',2
12,'011110111010',1
12,'011111000100',1
12,'011111000111',1
12,'011111001001',1
12,'011111001011',1
12,'000001111101',1
12,'011111010110',1
12,'011111011010',1
12,'011111011100',1
12,'011111011110',1
12,'000001111110',1
12,'011111100000',1
12,'011111100011',1
12,'011111100100',1
12,'011111101011',2
12,'011111101111',2
12,'000001111111',1
12,'011111110000',1
12,'011111110001',1
12,'011111110101',1
12,'011111111000',1
12,'000010000000',1
12,'100000000001',1
12,'100000000111',1
12,'100000001100',1
12,'100000001110',1
12,'100000010000',1
12,'100000010100',1
12,'100000100100',1
12,'100000100111',1
12,'000010000011',1
12,'100000110010',1
12,'100000110011',1
12,'100000110101',1
12,'100000111001',1
12,'100000111110',1
12,'100001000101',1
12,'100001000110',1
12,'000010000101',2
12,'100001010001',1
12,'100001010111',1
12,'100001011001',1
12,'100001100110',1
12,'100001101110',1
12,'100001111011',1
12,'100010000010',1
12,'100010001111',1
12,'100010010000',1
12,'100010011001',2
12,'100010011010',1
12,'100010011011',1
12,'100010011100',1
12,'100010011101',1
12,'100010100110',1
12,'100010110011',3
12,'100010110110',1
12,'100011000010',1
12,'100011000100',1
12,'100011001111',2
12,'100011011000',1
12,'100011100110',2
12,'100011101000',1
12,'100011101101',1
12,'100011110001',1
12,'100011110100',1
12,'100011110111',1
12,'100011111100',1
12,'100011111111',2
12,'100100000000',1
12,'100100000001',1
12,'100100000010',2
12,'100100000101',1
12,'100100000111',2
12,'100100001001',1
12,'100100001100',1
12,'000010010001',1
12,'100100010000',1
12,'100100010011',1
12,'100100010111',1
12,'100100011010',1
12,'100100011100',1
12,'100100100001',1
12,'100100100100',1
12,'100100100101',1
12,'100100101001',1
12,'100100101010',1
12,'100100101100',1
12,'100100101101',1
12,'100100110000',1
12,'100100111010',2
12,'100100111110',1
12,'100101000000',1
12,'100101000001',1
12,'100101001000',1
12,'100101001100',1
